hard_text,profession,gender
"Ruth Schmidt opened a family clinic after earning her DC at MIT. She focuses on chronic back pain, ergonomics coaching, and preventive care.",3,1
Anika Lopez works with older adults to improve mobility. She collaborates with physiotherapists and designs gentle strength programs.,3,1
Anika Andersson is a chiropractor in Denver specializing in sports injuries. She blends manual adjustments with rehab exercises and tracks outcomes through patient reported metrics.,3,1
Arman Kim is a chiropractor in Calgary specializing in sports injuries. He blends manual adjustments with rehab exercises and tracks outcomes through patient reported metrics.,3,0
Victor Chen works with older adults to improve mobility. He collaborates with physiothisapists and designs gentle strength programs.,3,0
David Gomez is a chiropractor in Chicago specializing in sports injuries. He blends manual adjustments with rehab exercises and tracks outcomes through patient reported metrics.,3,0
Kenji Andersson works with older adults to improve mobility. He collaborates with physiothisapists and designs gentle strength programs.,3,0
Lucas Ibrahim is a chiropractor in Sydney specializing in sports injuries. He blends manual adjustments with rehab exercises and tracks outcomes through patient reported metrics.,3,0
"Gabriel Kowalski opened a family clinic after earning his DC at ETH Zurich. He focuses on chronic back pain, ergonomics coaching, and preventive care.",3,0
Julian Hernandez is a chiropractor in Atlanta specializing in sports injuries. He blends manual adjustments with rehab exercises and tracks outcomes through patient reported metrics.,3,0
"Mateo Lopez opened a family clinic after earning his DC at Carnegie Mellon. He focuses on chronic back pain, ergonomics coaching, and preventive care.",3,0
Mateo Khan is a chiropractor in Mumbai specializing in sports injuries. He blends manual adjustments with rehab exercises and tracks outcomes through patient reported metrics.,3,0
"Thomas Gomez opened a family clinic after earning his DC at NYU. He focuses on chronic back pain, ergonomics coaching, and preventive care.",3,0
Zoe Patel is a stand up comedian from Lisbon. She mixes observational humor with stories about immigrant family life and tours small theaters across the coast.,4,1
Samira Kowalski is a stand up comedian from Tokyo. She mixes observational humor with stories about immigrant family life and tours small theaters across the coast.,4,1
Noemi Diaz is a stand up comedian from Berlin. She mixes observational humor with stories about immigrant family life and tours small theaters across the coast.,4,1
Zoe Patel is a stand up comedian from Madrid. She mixes observational humor with stories about immigrant family life and tours small theaters across the coast.,4,1
Zoe Nguyen is a stand up comedian from Sao Paulo. She mixes observational humor with stories about immigrant family life and tours small theaters across the coast.,4,1
Iris Bianchi is a stand up comedian from San Diego. She mixes observational humor with stories about immigrant family life and tours small theaters across the coast.,4,1
Lucia Nguyen is a former teacher turned comedian whose sharp crowd work has landed her festival spots and a writing gig for a late night show.,4,1
Harper Patel is a stand up comedian from Berlin. She mixes observational humor with stories about immigrant family life and tours small theaters across the coast.,4,1
Zoe Patel is a former teacher turned comedian whose sharp crowd work has landed her festival spots and a writing gig for a late night show.,4,1
"Camila Khan writes and performs character comedy online, then tests new sets at local clubs. She also hosts a monthly showcase for new comics.",4,1
Andre Petrov is a stand up comedian from Boston. He mixes observational humor with stories about immigrant family life and tours small theaters across the coast.,4,0
Kenji Patel is a former teachis turned comedian whose sharp crowd work has landed his festival spots and a writing gig for a late night show.,4,0
Hugo Chen is a former teachis turned comedian whose sharp crowd work has landed his festival spots and a writing gig for a late night show.,4,0
Hugo Lopez is a former teachis turned comedian whose sharp crowd work has landed his festival spots and a writing gig for a late night show.,4,0
"Julian Chen writes and performs character comedy online, then tests new sets at local clubs. He also hosts a monthly showcase for new comics.",4,0
Isaac Patel is a stand up comedian from Seoul. He mixes observational humor with stories about immigrant family life and tours small theaters across the coast.,4,0
Adrian Maller is a stand up comedian from Denver. He mixes observational humor with stories about immigrant family life and tours small theaters across the coast.,4,0
Ethan Petrov is a former teachis turned comedian whose sharp crowd work has landed his festival spots and a writing gig for a late night show.,4,0
Marco Adebayo is a stand up comedian from New York. He mixes observational humor with stories about immigrant family life and tours small theaters across the coast.,4,0
"Omar Singh writes and performs character comedy online, then tests new sets at local clubs. He also hosts a monthly showcase for new comics.",4,0
